,Date,Species,Trap,Lat,Long,AddressAccuracy,WnvPresent,NumMosquitos
50,2007-06-05,CULEX RESTUANS,T158,41.682587,-87.707973,9,0,8
51,2007-06-05,CULEX RESTUANS,T011,41.944869,-87.832763,8,0,1
52,2007-06-05,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,8,0,2
53,2007-06-05,CULEX RESTUANS,T218,41.948167,-87.730698,8,0,1
54,2007-06-05,CULEX RESTUANS,T019,41.94983,-87.69845699999999,9,0,1
55,2007-06-05,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,8,0,1
56,2007-06-05,CULEX RESTUANS,T142,41.953067,-87.776792,8,0,3
57,2007-06-05,CULEX PIPIENS,T002,41.95469,-87.800991,9,0,1
58,2007-06-05,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,0,3
59,2007-06-05,CULEX RESTUANS,T002,41.95469,-87.800991,9,0,5
60,2007-06-05,CULEX PIPIENS/RESTUANS,T146,41.958271,-87.702575,9,0,1
61,2007-06-05,CULEX RESTUANS,T146,41.958271,-87.702575,9,0,2
62,2007-06-05,CULEX PIPIENS,T135,41.662014,-87.72460799999999,8,0,1
63,2007-06-05,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,8,0,2
64,2007-06-05,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,0,4
65,2007-06-05,CULEX RESTUANS,T220,41.963976,-87.69181,9,0,1
66,2007-06-05,CULEX RESTUANS,T025,41.979243,-87.750938,9,0,1
67,2007-06-05,CULEX PIPIENS/RESTUANS,T031,41.801497999999995,-87.763416,9,0,1
68,2007-06-05,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,9,0,1
69,2007-06-05,CULEX RESTUANS,T141,41.961743,-87.76007,9,0,2
70,2007-06-05,CULEX RESTUANS,T028,41.986921,-87.689778,9,0,2
71,2007-06-05,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,8,0,2
72,2007-06-05,CULEX RESTUANS,T143,41.999128999999996,-87.795585,8,0,9
73,2007-06-05,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,0,1
74,2007-06-05,CULEX RESTUANS,T151,41.916265,-87.800515,8,0,10
75,2007-06-05,CULEX RESTUANS,T016,42.011601,-87.81150600000001,8,0,1
76,2007-06-05,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,8,0,1
77,2007-06-05,CULEX RESTUANS,T015,41.974089,-87.824812,8,0,2
78,2007-06-05,CULEX RESTUANS,T159,41.732984,-87.649642,8,0,1
79,2007-06-05,CULEX RESTUANS,T009,41.981964000000005,-87.812827,8,0,2
80,2007-06-05,CULEX PIPIENS/RESTUANS,T162,41.725516999999996,-87.61425799999999,8,0,1
81,2007-06-05,CULEX RESTUANS,T145,41.878114000000004,-87.629798,3,0,3
82,2007-06-05,CULEX RESTUANS,T089,41.723195000000004,-87.64997,5,0,1
83,2007-06-05,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,9,0,1
84,2007-06-05,CULEX RESTUANS,T090,41.868077,-87.666901,9,0,7
85,2007-06-26,CULEX PIPIENS,T088,41.869107,-87.69629300000001,9,0,1
86,2007-06-26,CULEX RESTUANS,T085,41.721474,-87.648064,8,0,2
87,2007-06-26,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,0,2
88,2007-06-26,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,9,0,1
89,2007-06-26,CULEX RESTUANS,T047,41.868142,-87.696269,9,0,1
90,2007-06-26,CULEX RESTUANS,T049,41.896282,-87.655232,8,0,1
91,2007-06-26,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,9,0,2
92,2007-06-26,CULEX RESTUANS,T033,41.906638,-87.701431,9,0,3
93,2007-06-26,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,0,1
94,2007-06-26,CULEX RESTUANS,T045,41.9216,-87.666455,8,0,1
95,2007-06-26,CULEX RESTUANS,T150,42.006858,-87.675919,9,0,2
96,2007-06-26,CULEX RESTUANS,T219,41.966986999999996,-87.674677,8,0,1
97,2007-06-26,CULEX RESTUANS,T050,41.919343,-87.694259,8,0,1
98,2007-06-26,CULEX PIPIENS/RESTUANS,T040,41.852652,-87.719887,8,0,5
99,2007-06-26,CULEX RESTUANS,T040,41.852652,-87.719887,8,0,1
100,2007-06-26,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,0,2
101,2007-06-26,CULEX RESTUANS,T086,41.688324,-87.676709,8,0,2
102,2007-06-26,CULEX RESTUANS,T096,41.731922,-87.677512,8,0,5
103,2007-06-26,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,9,0,1
104,2007-06-26,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,8,0,1
105,2007-06-26,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,0,6
106,2007-06-26,CULEX RESTUANS,T034,41.843810999999995,-87.686763,9,0,1
107,2007-06-26,CULEX RESTUANS,T147,41.932094,-87.700117,8,0,1
108,2007-06-26,CULEX RESTUANS,T043,41.857402,-87.694991,8,0,1
109,2007-06-26,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,0,1
110,2007-06-26,CULEX RESTUANS,T158,41.682587,-87.707973,9,0,4
111,2007-06-26,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,0,2
112,2007-06-26,CULEX RESTUANS,T011,41.944869,-87.832763,8,0,4
113,2007-06-26,CULEX RESTUANS,T019,41.94983,-87.69845699999999,9,0,1
114,2007-06-26,CULEX RESTUANS,T142,41.953067,-87.776792,8,0,4
115,2007-06-26,CULEX PIPIENS/RESTUANS,T001,41.953705,-87.733974,8,0,1
116,2007-06-26,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,0,1
117,2007-06-26,CULEX RESTUANS,T002,41.95469,-87.800991,9,0,4
118,2007-06-26,CULEX SALINARIUS,T002,41.95469,-87.800991,9,0,1
119,2007-06-26,CULEX RESTUANS,T146,41.958271,-87.702575,9,0,6
120,2007-06-26,CULEX PIPIENS,T135,41.662014,-87.72460799999999,8,0,6
121,2007-06-26,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,8,0,20
122,2007-06-26,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,0,25
123,2007-06-26,CULEX RESTUANS,T220,41.963976,-87.69181,9,0,1
124,2007-06-26,CULEX RESTUANS,T003,41.964242,-87.757639,8,0,2
125,2007-06-26,CULEX PIPIENS/RESTUANS,T025,41.979243,-87.750938,9,0,1
126,2007-06-26,CULEX PIPIENS/RESTUANS,T141,41.961743,-87.76007,9,0,1
127,2007-06-26,CULEX RESTUANS,T141,41.961743,-87.76007,9,0,3
128,2007-06-26,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,9,0,1
129,2007-06-26,CULEX RESTUANS,T028,41.986921,-87.689778,9,0,9
130,2007-06-26,CULEX PIPIENS/RESTUANS,T006,41.990284,-87.797127,8,0,1
131,2007-06-26,CULEX RESTUANS,T006,41.990284,-87.797127,8,0,1
132,2007-06-26,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,8,0,2
133,2007-06-26,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,9,0,1
134,2007-06-26,CULEX RESTUANS,T007,41.994991,-87.769279,9,0,4
135,2007-06-26,CULEX PIPIENS/RESTUANS,T143,41.999128999999996,-87.795585,8,0,1
136,2007-06-26,CULEX RESTUANS,T143,41.999128999999996,-87.795585,8,0,1
137,2007-06-26,CULEX RESTUANS,T037,41.921177,-87.79518,8,0,1
138,2007-06-26,CULEX RESTUANS,T008,42.008314,-87.77792099999999,9,0,2
139,2007-06-26,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,0,3
140,2007-06-26,CULEX RESTUANS,T151,41.916265,-87.800515,8,0,6
141,2007-06-26,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,8,0,2
142,2007-06-26,CULEX RESTUANS,T016,42.011601,-87.81150600000001,8,0,2
143,2007-06-26,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,8,0,2
144,2007-06-26,CULEX RESTUANS,T148,42.01743,-87.68776899999999,8,0,2
145,2007-06-26,CULEX RESTUANS,T015,41.974089,-87.824812,8,0,1
146,2007-06-26,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,9,0,3
147,2007-06-26,CULEX RESTUANS,T161,41.719059,-87.675088,9,0,5
148,2007-06-26,CULEX RESTUANS,T145,41.878114000000004,-87.629798,3,0,1
149,2007-06-26,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,5,0,1
150,2007-06-26,CULEX RESTUANS,T129,41.891126,-87.61156,5,0,1
151,2007-06-26,CULEX PIPIENS,T090,41.868077,-87.666901,9,0,1
152,2007-06-26,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,9,0,10
153,2007-06-26,CULEX RESTUANS,T090,41.868077,-87.666901,9,0,19
154,2007-06-29,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,9,0,1
155,2007-06-29,CULEX RESTUANS,T030,41.899229999999996,-87.716788,9,0,1
156,2007-06-29,CULEX PIPIENS,T085,41.721474,-87.648064,8,0,1
157,2007-06-29,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,8,0,1
158,2007-06-29,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,8,0,1
159,2007-06-29,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,8,0,1
160,2007-06-29,CULEX RESTUANS,T018,42.010412,-87.66214000000001,8,0,1
161,2007-06-29,CULEX RESTUANS,T153,41.907645,-87.760886,8,0,1
162,2007-06-29,CULEX RESTUANS,T150,42.006858,-87.675919,9,0,1
163,2007-06-29,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,8,0,1
164,2007-06-29,CULEX RESTUANS,T084,41.692555,-87.598865,8,0,1
165,2007-06-29,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,8,0,3
166,2007-06-29,CULEX PIPIENS,T086,41.688324,-87.676709,8,0,1
167,2007-06-29,CULEX RESTUANS,T086,41.688324,-87.676709,8,0,2
168,2007-06-29,CULEX RESTUANS,T096,41.731922,-87.677512,8,0,1
169,2007-06-29,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,0,2
170,2007-06-29,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,8,0,2
171,2007-06-29,CULEX RESTUANS,T043,41.857402,-87.694991,8,0,3
172,2007-06-29,CULEX PIPIENS/RESTUANS,T144,41.94016,-87.794896,9,0,1
173,2007-06-29,CULEX RESTUANS,T158,41.682587,-87.707973,9,0,6
174,2007-06-29,CULEX RESTUANS,T218,41.948167,-87.730698,8,0,5
175,2007-06-29,CULEX RESTUANS,T142,41.953067,-87.776792,8,0,1
176,2007-06-29,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,0,2
177,2007-06-29,CULEX RESTUANS,T146,41.958271,-87.702575,9,0,2
178,2007-06-29,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,0,3
179,2007-06-29,CULEX PIPIENS,T031,41.801497999999995,-87.763416,9,0,1
180,2007-06-29,CULEX RESTUANS,T141,41.961743,-87.76007,9,0,1
181,2007-06-29,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,9,0,2
182,2007-06-29,CULEX RESTUANS,T028,41.986921,-87.689778,9,0,1
183,2007-06-29,CULEX RESTUANS,T006,41.990284,-87.797127,8,0,1
184,2007-06-29,CULEX PIPIENS/RESTUANS,T012,41.991429,-87.747113,8,0,1
185,2007-06-29,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,9,0,1
186,2007-06-29,CULEX RESTUANS,T014,41.970248,-87.787992,8,0,1
187,2007-06-29,CULEX RESTUANS,T143,41.999128999999996,-87.795585,8,0,3
188,2007-06-29,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,0,1
189,2007-06-29,CULEX RESTUANS,T151,41.916265,-87.800515,8,0,5
190,2007-06-29,CULEX PIPIENS/RESTUANS,T016,42.011601,-87.81150600000001,8,0,2
191,2007-06-29,CULEX PIPIENS/RESTUANS,T148,42.01743,-87.68776899999999,8,0,2
192,2007-06-29,CULEX RESTUANS,T148,42.01743,-87.68776899999999,8,0,2
193,2007-06-29,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,8,0,1
194,2007-06-29,CULEX RESTUANS,T015,41.974089,-87.824812,8,0,2
195,2007-06-29,CULEX RESTUANS,T145,41.878114000000004,-87.629798,3,0,1
196,2007-06-29,CULEX RESTUANS,T089,41.723195000000004,-87.64997,5,0,2
197,2007-06-29,CULEX PIPIENS,T090,41.868077,-87.666901,9,0,3
198,2007-06-29,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,9,0,1
199,2007-06-29,CULEX RESTUANS,T090,41.868077,-87.666901,9,0,6
200,2007-07-02,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,9,0,3
201,2007-07-02,CULEX RESTUANS,T030,41.899229999999996,-87.716788,9,0,2
202,2007-07-02,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,9,0,1
203,2007-07-02,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,8,0,2
204,2007-07-02,CULEX RESTUANS,T048,41.867108,-87.654224,8,0,1
205,2007-07-02,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,9,0,4
206,2007-07-02,CULEX RESTUANS,T047,41.868142,-87.696269,9,0,8
207,2007-07-02,CULEX RESTUANS,T092,41.869215999999994,-87.627561,8,0,2
208,2007-07-02,CULEX PIPIENS/RESTUANS,T018,42.010412,-87.66214000000001,8,0,1
209,2007-07-02,CULEX PIPIENS/RESTUANS,T149,41.994469,-87.667736,8,0,1
210,2007-07-02,CULEX RESTUANS,T149,41.994469,-87.667736,8,0,1
211,2007-07-02,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,0,2
212,2007-07-02,CULEX RESTUANS,T045,41.9216,-87.666455,8,0,2
213,2007-07-02,CULEX PIPIENS/RESTUANS,T154,41.918704999999996,-87.752329,8,0,1
214,2007-07-02,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,8,0,2
215,2007-07-02,CULEX RESTUANS,T054,41.921965,-87.632085,8,0,1
216,2007-07-02,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,0,2
217,2007-07-02,CULEX RESTUANS,T086,41.688324,-87.676709,8,0,3
218,2007-07-02,CULEX PIPIENS,T096,41.731922,-87.677512,8,0,3
219,2007-07-02,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,8,0,3
220,2007-07-02,CULEX RESTUANS,T096,41.731922,-87.677512,8,0,4
221,2007-07-02,CULEX PIPIENS/RESTUANS,T152,41.846075,-87.716277,9,0,1
222,2007-07-02,CULEX PIPIENS/RESTUANS,T051,41.846283,-87.656913,9,0,1
223,2007-07-02,CULEX PIPIENS/RESTUANS,T046,41.891118,-87.65449100000001,8,0,3
224,2007-07-02,CULEX RESTUANS,T046,41.891118,-87.65449100000001,8,0,16
225,2007-07-02,CULEX PIPIENS/RESTUANS,T043,41.857402,-87.694991,8,0,5
226,2007-07-02,CULEX PIPIENS/RESTUANS,T095,41.704336,-87.70373599999999,8,0,1
227,2007-07-02,CULEX PIPIENS/RESTUANS,T044,41.883284,-87.705085,8,0,2
228,2007-07-02,CULEX RESTUANS,T044,41.883284,-87.705085,8,0,1
229,2007-07-02,CULEX PIPIENS/RESTUANS,T158,41.682587,-87.707973,9,0,28
230,2007-07-02,CULEX RESTUANS,T158,41.682587,-87.707973,9,0,4
231,2007-07-02,CULEX PIPIENS/RESTUANS,T011,41.944869,-87.832763,8,0,6
232,2007-07-02,CULEX PIPIENS/RESTUANS,T218,41.948167,-87.730698,8,0,2
233,2007-07-02,CULEX RESTUANS,T019,41.94983,-87.69845699999999,9,0,1
234,2007-07-02,CULEX PIPIENS/RESTUANS,T142,41.953067,-87.776792,8,0,1
235,2007-07-02,CULEX RESTUANS,T142,41.953067,-87.776792,8,0,1
236,2007-07-02,CULEX PIPIENS/RESTUANS,T002,41.95469,-87.800991,9,0,3
237,2007-07-02,CULEX RESTUANS,T002,41.95469,-87.800991,9,0,2
238,2007-07-02,CULEX RESTUANS,T146,41.958271,-87.702575,9,0,1
239,2007-07-02,CULEX PIPIENS/RESTUANS,T135,41.662014,-87.72460799999999,8,0,16
240,2007-07-02,CULEX RESTUANS,T135,41.662014,-87.72460799999999,8,0,12
241,2007-07-02,CULEX SALINARIUS,T135,41.662014,-87.72460799999999,8,0,2
242,2007-07-02,CULEX RESTUANS,T003,41.964242,-87.757639,8,0,1
243,2007-07-02,CULEX PIPIENS,T028,41.986921,-87.689778,9,0,1
244,2007-07-02,CULEX PIPIENS/RESTUANS,T028,41.986921,-87.689778,9,0,1
245,2007-07-02,CULEX RESTUANS,T028,41.986921,-87.689778,9,0,5
246,2007-07-02,CULEX RESTUANS,T006,41.990284,-87.797127,8,0,1
247,2007-07-02,CULEX PIPIENS/RESTUANS,T017,41.960615999999995,-87.777189,9,0,1
248,2007-07-02,CULEX PIPIENS/RESTUANS,T005,41.942114000000004,-87.776385,8,0,3
249,2007-07-02,CULEX SALINARIUS,T012,41.991429,-87.747113,8,0,1
250,2007-07-02,CULEX PIPIENS/RESTUANS,T013,41.923738,-87.785288,9,0,6
251,2007-07-02,CULEX RESTUANS,T013,41.923738,-87.785288,9,0,1
252,2007-07-02,CULEX PIPIENS/RESTUANS,T007,41.994991,-87.769279,9,0,4
253,2007-07-02,CULEX RESTUANS,T007,41.994991,-87.769279,9,0,4
254,2007-07-02,CULEX PIPIENS/RESTUANS,T014,41.970248,-87.787992,8,0,5
255,2007-07-02,CULEX RESTUANS,T014,41.970248,-87.787992,8,0,1
256,2007-07-02,CULEX PIPIENS/RESTUANS,T037,41.921177,-87.79518,8,0,1
257,2007-07-02,CULEX RESTUANS,T037,41.921177,-87.79518,8,0,2
258,2007-07-02,CULEX PIPIENS/RESTUANS,T008,42.008314,-87.77792099999999,9,0,4
259,2007-07-02,CULEX RESTUANS,T008,42.008314,-87.77792099999999,9,0,3
260,2007-07-02,CULEX PIPIENS/RESTUANS,T151,41.916265,-87.800515,8,0,5
261,2007-07-02,CULEX RESTUANS,T151,41.916265,-87.800515,8,0,2
262,2007-07-02,CULEX RESTUANS,T016,42.011601,-87.81150600000001,8,0,1
263,2007-07-02,CULEX RESTUANS,T148,42.01743,-87.68776899999999,8,0,1
264,2007-07-02,CULEX PIPIENS/RESTUANS,T015,41.974089,-87.824812,8,0,3
265,2007-07-02,CULEX RESTUANS,T009,41.981964000000005,-87.812827,8,0,2
266,2007-07-02,CULEX PIPIENS/RESTUANS,T161,41.719059,-87.675088,9,0,3
267,2007-07-02,CULEX RESTUANS,T161,41.719059,-87.675088,9,0,2
268,2007-07-02,CULEX SALINARIUS,T145,41.878114000000004,-87.629798,3,0,1
269,2007-07-02,CULEX PIPIENS/RESTUANS,T129,41.891126,-87.61156,5,0,2
270,2007-07-02,CULEX RESTUANS,T129,41.891126,-87.61156,5,0,1
271,2007-07-02,CULEX PIPIENS/RESTUANS,T089,41.723195000000004,-87.64997,5,0,1
272,2007-07-02,CULEX PIPIENS/RESTUANS,T090,41.868077,-87.666901,9,0,2
273,2007-07-02,CULEX RESTUANS,T090,41.868077,-87.666901,9,0,11
274,2007-07-11,CULEX PIPIENS/RESTUANS,T073,41.773215,-87.60088,8,0,2
275,2007-07-11,CULEX RESTUANS,T073,41.773215,-87.60088,8,0,3
276,2007-07-11,CULEX PIPIENS,T030,41.899229999999996,-87.716788,9,0,5
277,2007-07-11,CULEX PIPIENS/RESTUANS,T030,41.899229999999996,-87.716788,9,0,6
278,2007-07-11,CULEX RESTUANS,T030,41.899229999999996,-87.716788,9,0,4
279,2007-07-11,CULEX PIPIENS/RESTUANS,T088,41.869107,-87.69629300000001,9,0,5
280,2007-07-11,CULEX RESTUANS,T088,41.869107,-87.69629300000001,9,0,4
281,2007-07-11,CULEX PIPIENS/RESTUANS,T085,41.721474,-87.648064,8,0,15
282,2007-07-11,CULEX PIPIENS,T160,41.903002,-87.68826700000001,8,0,1
283,2007-07-11,CULEX PIPIENS/RESTUANS,T160,41.903002,-87.68826700000001,8,0,16
284,2007-07-11,CULEX PIPIENS/RESTUANS,T048,41.867108,-87.654224,8,0,3
285,2007-07-11,CULEX RESTUANS,T048,41.867108,-87.654224,8,0,1
286,2007-07-11,CULEX PIPIENS,T047,41.868142,-87.696269,9,0,1
287,2007-07-11,CULEX PIPIENS/RESTUANS,T047,41.868142,-87.696269,9,0,2
288,2007-07-11,CULEX PIPIENS,T091,41.862292,-87.64886,8,0,1
289,2007-07-11,CULEX PIPIENS/RESTUANS,T091,41.862292,-87.64886,8,0,14
290,2007-07-11,CULEX PIPIENS,T092,41.869215999999994,-87.627561,8,0,1
291,2007-07-11,CULEX PIPIENS/RESTUANS,T092,41.869215999999994,-87.627561,8,0,5
292,2007-07-11,CULEX PIPIENS/RESTUANS,T049,41.896282,-87.655232,8,0,2
293,2007-07-11,CULEX RESTUANS,T049,41.896282,-87.655232,8,0,1
294,2007-07-11,CULEX PIPIENS/RESTUANS,T033,41.906638,-87.701431,9,0,1
295,2007-07-11,CULEX PIPIENS/RESTUANS,T045,41.9216,-87.666455,8,0,4
296,2007-07-11,CULEX RESTUANS,T045,41.9216,-87.666455,8,0,1
297,2007-07-11,CULEX PIPIENS/RESTUANS,T039,41.911823999999996,-87.726737,9,0,1
298,2007-07-11,CULEX PIPIENS/RESTUANS,T094,41.720848,-87.666014,9,0,1
299,2007-07-11,CULEX PIPIENS/RESTUANS,T150,42.006858,-87.675919,9,0,1
300,2007-07-11,CULEX PIPIENS,T084,41.692555,-87.598865,8,0,1
301,2007-07-11,CULEX PIPIENS/RESTUANS,T084,41.692555,-87.598865,8,0,4
302,2007-07-11,CULEX RESTUANS,T084,41.692555,-87.598865,8,0,1
303,2007-07-11,CULEX PIPIENS/RESTUANS,T054,41.921965,-87.632085,8,0,1
304,2007-07-11,CULEX RESTUANS,T054,41.921965,-87.632085,8,0,1
305,2007-07-11,CULEX PIPIENS,T086,41.688324,-87.676709,8,0,19
306,2007-07-11,CULEX PIPIENS/RESTUANS,T086,41.688324,-87.676709,8,0,143
307,2007-07-11,CULEX RESTUANS,T086,41.688324,-87.676709,8,0,9
308,2007-07-11,CULEX SALINARIUS,T086,41.688324,-87.676709,8,0,2
309,2007-07-11,CULEX TERRITANS,T086,41.688324,-87.676709,8,0,1
310,2007-07-11,CULEX PIPIENS,T061,41.801179,-87.679447,8,0,1
311,2007-07-11,CULEX PIPIENS/RESTUANS,T061,41.801179,-87.679447,8,0,3
312,2007-07-11,CULEX PIPIENS/RESTUANS,T069,41.768388,-87.678649,8,0,10
313,2007-07-11,CULEX RESTUANS,T069,41.768388,-87.678649,8,0,4
314,2007-07-11,CULEX PIPIENS,T096,41.731922,-87.677512,8,0,2
315,2007-07-11,CULEX PIPIENS/RESTUANS,T096,41.731922,-87.677512,8,0,22
316,2007-07-11,CULEX RESTUANS,T096,41.731922,-87.677512,8,0,21
317,2007-07-11,CULEX PIPIENS,T060,41.823065,-87.67837800000001,8,0,1
