,Lat,Long,AddressAccuracy,Species_Fact,Trap_Fact,Date_Ord,Days_Since_Last_Check,Spray_Factor,TSRA,DZ,BR,BCFG,SN,VCFG,RA,HZ,VCTS,FU,FG+,MIFG,SQ,GR,FG,TS,Temp_Min_both,Temp_Max_both,Temp_Avg_both,Temp_Dew_Point_both,Temp_Wet_Bulb_both,StnPressure_both,Ht_Cool_both,Day Length,Temp_Min,Temp_Max,Temp_Avg,Temp_Dew_Point,StnPressure,Day_Length,Ht_Cool,PrecipTotal,Temp_Min1,Temp_Min2,Temp_Min4,Temp_Min7,Temp_Min10,Temp_Min14,Temp_Max1,Temp_Max2,Temp_Max4,Temp_Max7,Temp_Max10,Temp_Max14,Temp_Dew_Point1,Temp_Dew_Point2,Temp_Dew_Point4,Temp_Dew_Point7,Temp_Dew_Point10,Temp_Dew_Point14,Temp_Avg1,Temp_Avg2,Temp_Avg4,Temp_Avg7,Temp_Avg10,Temp_Avg14,PrecipTotal1,PrecipTotal2,PrecipTotal4,PrecipTotal7,PrecipTotal10,PrecipTotal14
10,41.688324,-87.676709,8,1,10,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
11,41.688324,-87.676709,8,2,10,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
12,41.731922,-87.677512,8,3,13,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
13,41.731922,-87.677512,8,2,13,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
14,41.891118,-87.65449100000002,8,2,5,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
15,41.95469,-87.800991,9,1,1,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
16,41.95469,-87.800991,9,2,1,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
17,41.994991,-87.769279,9,2,2,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
18,41.999129,-87.795585,8,1,15,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
19,42.01743,-87.68776899999997,8,1,16,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
20,41.974089,-87.824812,8,1,3,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
21,41.974089,-87.824812,8,2,3,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
22,41.732984,-87.649642,8,2,18,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
23,41.891126,-87.61156,5,1,14,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
24,41.891126,-87.61156,5,2,14,732825,0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,62.5,88.0,75.5,58.5,65.5,29.415,-9.0,896,62.5,88.0,75.5,58.5,29.415,896.0,-9.0,0.0,52.0,52.0,49.5,49.5,43.5,42.5,77.5,77.5,77.5,89.0,89.0,89.0,48.0,48.0,55.0,55.0,55.0,56.0,65.0,65.75,63.125,68.2857142857,66.5,64.2142857143,0.0,0.04,1.05,1.07,1.14,1.66
25,41.867108,-87.654224,8,3,6,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
26,41.867108,-87.654224,8,1,6,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
27,41.867108,-87.654224,8,2,6,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
28,41.869216,-87.627561,8,1,29,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
29,41.896282,-87.655232,8,2,7,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
30,41.906638,-87.701431,9,2,26,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
31,41.907645,-87.760886,8,2,17,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
32,41.994469,-87.667736,8,1,36,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
33,41.9216,-87.666455,8,3,4,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
34,41.9216,-87.666455,8,1,4,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
35,41.9216,-87.666455,8,2,4,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
36,41.720848,-87.666014,9,1,12,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
37,42.006858,-87.675919,9,2,37,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
38,41.918705,-87.752329,8,2,40,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
39,41.919343,-87.694259,8,1,8,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
40,41.919343,-87.694259,8,2,8,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
41,41.921965,-87.632085,8,2,9,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
42,41.688324,-87.676709,8,2,10,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
43,41.731922,-87.677512,8,3,13,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
44,41.731922,-87.677512,8,1,13,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
45,41.731922,-87.677512,8,2,13,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
46,41.846075,-87.716277,9,2,39,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
47,41.891118,-87.65449100000002,8,2,5,732832,7,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
48,41.932094,-87.700117,8,2,35,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
49,41.682587,-87.707973,9,1,41,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
50,41.682587,-87.707973,9,2,41,732832,0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,49.0,63.5,56.5,47.5,51.5,29.130000000000003,9.0,906,49.0,63.5,56.5,47.5,29.13,906.0,9.0,0.42,57.0,57.0,57.0,57.0,49.5,49.5,71.5,77.5,85.5,88.0,88.0,89.0,57.5,60.0,63.0,63.0,63.0,63.0,64.5,67.5,71.125,73.0714285714,70.15,70.6785714286,0.39,0.4,0.63,0.64,1.69,1.71
